,Show_Id,Title,Director,Country,Release_Date,Rating,Duration,Type,No of Episodes
2603,s2798,Hong Kong West Side Stories,,Hong Kong,2019-04-30,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",13.0
2606,s2801,Hoops,,United States,2020-08-21,TV-MA,1 Season,TV Comedies,10.0
2612,s2807,Hormones,,Thailand,2018-06-30,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",45.0
2614,s2809,Horrid Henry,,United Kingdom,2019-01-11,TV-Y7,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",308.0
2616,s2811,Horror Homes,,United Kingdom,2019-10-02,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",12.0
2619,s2814,Hospital Playlist,,South Korea,2020-03-12,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",24.0
2623,s2819,Hot Date,,United States,2018-10-01,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",20.0
2626,s2822,Hot Girls Wanted: Turned On,"Jill Bauer, Ronna Gradus, Rashida Jones",United States,2017-04-21,TV-MA,1 Season,Docuseries,6.0
2630,s2826,Hotel Beau Séjour,,Belgium,2017-03-16,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",20.0
2633,s2829,Hotel Transylvania,,"United States, Canada",2018-06-26,TV-Y7,1 Season,"Kids' TV, TV Comedies",20.0
2637,s2833,House of Cards,"Robin Wright, David Fincher, Gerald McRaney, John David Coles, David Manson",United States,2018-11-02,TV-MA,6 Seasons,"TV Dramas, TV Thrillers",73.0
2648,s2844,How to Fix a Drug Scandal,,United States,2020-04-01,TV-MA,1 Season,"Crime TV Shows, Docuseries",4.0
2649,s2845,How to Get Away with Murder,,United States,2020-06-13,TV-14,6 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",90.0
2652,s2849,How To Ruin Christmas,,South Africa,2020-12-16,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",10.0
2653,s2850,How to Sell Drugs Online (Fast),,Germany,2020-07-21,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",24.0
2660,s2857,Huge in France,,United States,2019-04-12,TV-MA,1 Season,TV Comedies,8.0
2668,s2865,Humsafar,,Pakistan,2016-12-15,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",23.0
2673,s2870,Hunter X Hunter (2011),,Japan,2020-02-28,TV-MA,4 Seasons,"Anime Series, International TV Shows",148.0
2676,s2873,Hunters of the South Seas,,United Kingdom,2019-02-01,TV-14,1 Season,"British TV Shows, Docuseries",1.0
2677,s2874,Huntik: Secrets and Seekers,,"United States, Italy",2018-01-01,TV-Y7,2 Seasons,Kids' TV,52.0
2683,s2880,Hyena,,South Korea,2020-02-21,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
2684,s2881,Hymn of Death,,South Korea,2018-12-14,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",6.0
2685,s2884,Hyperdrive,,United States,2019-08-21,TV-PG,1 Season,Reality TV,12.0
2688,s2887,I AM A KILLER,,United Kingdom,2020-01-31,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",44.0
2689,s2888,I AM A KILLER: RELEASED,,"United Kingdom, United States",2020-08-28,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",3.0
2696,s2895,I Am Me!,,Mexico,2017-03-03,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",20.0
2701,s2900,I Am Not Okay With This,,United States,2020-02-26,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",7.0
2716,s2918,I Think You Should Leave with Tim Robinson,,United States,2019-04-23,TV-MA,1 Season,TV Comedies,18.0
2725,s2927,I'm Sorry,,United States,2019-09-13,TV-MA,2 Seasons,TV Comedies,20.0
2727,s2929,I'm with the Band: Nasty Cherry,,United States,2019-11-15,TV-MA,1 Season,Reality TV,6.0
2732,s2934,Ice Fantasy,,China,2016-12-15,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",62.0
2735,s2937,ID-0,,Japan,2017-10-06,TV-PG,1 Season,"Anime Series, International TV Shows",12.0
2737,s2939,Idiotest,,United States,2018-12-15,TV-PG,1 Season,"Reality TV, TV Comedies",157.0
2739,s2941,If I Hadn't Met You,,Spain,2019-03-15,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",10.0
2749,s2953,Immigration Nation,,United States,2020-08-03,TV-MA,1 Season,Docuseries,6.0
2751,s2955,Immortal Classic,,South Korea,2016-12-15,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",20.0
2752,s2956,Immortals,,Turkey,2019-03-08,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",20.0
2755,s2959,Imposters,,United States,2019-04-05,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",20.0
2757,s2961,In Between,,Taiwan,2017-01-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",50.0
2761,s2965,In Family We Trust,,Thailand,2018-12-29,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",18.0
2765,s2971,In the Bosom of a Thorn,,Kuwait,2019-05-07,TV-14,1 Season,"International TV Shows, TV Dramas",1.0
2766,s2972,In The Dark,,United States,2020-07-17,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",52.0
2772,s2978,Inborn Pair,,Taiwan,2016-11-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",84.0
2782,s2988,India: Nature's Wonderland,,United Kingdom,2017-03-01,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",20.0
2784,s2990,Indian Matchmaking,,"United States, India",2020-07-16,TV-14,1 Season,"Reality TV, Romantic TV Shows",24.0
2793,s2999,Ingobernable,,Mexico,2018-09-14,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",28.0
2794,s3000,Ingress: The Animation,,Japan,2019-04-30,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows",11.0
2795,s3001,Inheritors,,South Korea,2019-11-15,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
2797,s3003,Inhuman Resources,Ziad Doueiri,France,2020-05-15,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",20.0
2799,s3005,Ink Master,,United States,2020-12-01,TV-14,2 Seasons,Reality TV,264.0
2802,s3008,Inmates,,India,2019-10-01,TV-MA,1 Season,"International TV Shows, TV Comedies",6.0
2803,s3009,Innocent,Seren Yüce,Turkey,2019-01-23,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",8.0
2805,s3011,Insatiable,,United States,2019-10-11,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",22.0
2806,s3012,Inside Bill's Brain: Decoding Bill Gates,,United States,2019-09-20,TV-14,1 Season,"Docuseries, Science & Nature TV",3.0
2808,s3014,Inside the Criminal Mind,,"United States, Czech Republic",2018-08-31,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",4.0
2809,s3015,Inside The Freemasons,,United Kingdom,2018-09-15,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",5.0
2810,s3016,Inside the Mind of a Serial Killer,,United States,2019-07-01,TV-14,1 Season,"Crime TV Shows, Docuseries",20.0
2811,s3017,Inside the Mossad,,Israel,2019-01-29,TV-14,1 Season,"Docuseries, International TV Shows",4.0
2812,s3019,Inside the World’s Toughest Prisons,,United Kingdom,2021-01-08,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries",27.0
2814,s3021,Inspector Gadget,,"Canada, United States, France",2018-05-18,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",20.0
2815,s3022,Inst@famous,,United Kingdom,2018-12-31,TV-MA,1 Season,Reality TV,12.0
2816,s3023,Instant Hotel,,Australia,2019-06-28,TV-MA,2 Seasons,"International TV Shows, Reality TV",20.0
2818,s3025,Intelligence,,Canada,2017-07-19,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas",13.0
2819,s3026,Interior Design Masters,,United Kingdom,2019-10-18,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",42.0
2822,s3029,Intersection,,Turkey,2017-07-01,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",20.0
2824,s3031,Into the Badlands,,United States,2019-03-10,TV-MA,3 Seasons,TV Action & Adventure,32.0
2827,s3034,Into the Night,,Belgium,2020-05-01,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",12.0
2830,s3037,InuYasha,,Japan,2016-12-15,TV-14,2 Seasons,"Anime Series, International TV Shows",167.0
2847,s3054,Iris,,South Korea,2020-05-16,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",41.0
2850,s3057,Iron Ladies,,Taiwan,2019-02-09,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",20.0
2852,s3059,Iron Man: Armored Adventures,,"Canada, United States, United Kingdom, France, Luxembourg",2020-08-01,TV-Y7,2 Seasons,Kids' TV,52.0
2855,s3062,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,Japan,2020-02-01,TV-MA,1 Season,"Anime Series, International TV Shows",79.0
2863,s3070,Islands of the Future,,United Kingdom,2017-03-01,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",5.0
2865,s3072,마녀사냥,,South Korea,2018-02-19,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",20.0
2871,s3078,It's Bruno!,,United States,2019-05-17,TV-MA,1 Season,TV Comedies,8.0
2874,s3082,It's Okay to Not Be Okay,,South Korea,2020-06-21,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
2876,s3084,Itaewon Class,,South Korea,2020-02-01,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",16.0
2880,s3088,IZombie,,United States,2019-08-09,TV-MA,5 Seasons,"TV Comedies, TV Dramas, TV Horror",71.0
2881,s3089,Izzy's Koala World,,Australia,2020-09-15,TV-Y,1 Season,Kids' TV,16.0
2882,s3091,J-Style Trip,,"Taiwan, China",2020-03-22,TV-14,1 Season,"International TV Shows, Reality TV",27.0
2890,s3099,Jack Taylor,Stuart Orme,"United States, Ireland",2013-03-31,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",9.0
2894,s3103,Jack Whitehall: Travels with My Father,,United Kingdom,2020-09-22,TV-MA,4 Seasons,"British TV Shows, Docuseries, International TV Shows",18.0
2908,s3119,James Acaster: Repertoire,Dan Lucchesi,United Kingdom,2018-03-27,TV-14,1 Season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",4.0
2909,s3120,Jamtara - Sabka Number Ayega,Soumendra Padhi,India,2020-01-10,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",18.0
2912,s3123,Jane The Virgin,,United States,2019-08-08,TV-14,5 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",100.0
2915,s3126,Japan Sinks: 2020,,Japan,2020-07-09,TV-MA,1 Season,"Anime Series, International TV Shows",10.0
2916,s3127,Japanese Style Originator,,Japan,2017-05-01,TV-G,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",54.0
2933,s3144,Jeffrey Epstein: Filthy Rich,,United States,2020-05-27,TV-MA,1 Season,"Crime TV Shows, Docuseries",4.0
2937,s3148,Jenni Rivera: Mariposa de Barrio,,United States,2021-01-01,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",91.0
2939,s3150,Jeopardy!,,United States,2020-12-18,TV-G,2 Seasons,Reality TV,20.0
2942,s3153,Jericho,,United States,2017-08-16,TV-14,2 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas",30.0
2954,s3165,Jhansi Ki Rani,,India,2017-06-01,TV-14,1 Season,"International TV Shows, TV Dramas",111.0
2968,s3181,Jimmy: The True Story of a True Idiot,,Japan,2018-07-20,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",9.0
2971,s3184,JingleKids,,Russia,2019-04-01,TV-Y7,1 Season,Kids' TV,14.0
2972,s3185,Jinn,,Jordan,2019-06-13,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",20.0
2996,s3213,Johnny Test,,"United States, Canada",2015-06-01,TV-Y7,6 Seasons,Kids' TV,117.0
2997,s3214,JoJo's Bizarre Adventure,,Japan,2020-02-28,TV-MA,2 Seasons,"Anime Series, International TV Shows",194.0
2998,s3215,Jojo's World,,Taiwan,2018-12-21,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",15.0
3003,s3220,Jonathan Strange & Mr Norrell,Toby Haynes,United Kingdom,2016-08-25,TV-14,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy",7.0
3009,s3227,JU-ON: Origins,,Japan,2020-07-03,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",6.0
3010,s3228,Juana Brava,,Chile,2017-03-20,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",12.0
3011,s3229,Juana Inés,,Mexico,2017-01-27,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",7.0
3020,s3239,Julie and the Phantoms,Kenny Ortega,United States,2020-09-10,TV-G,1 Season,"Kids' TV, TV Comedies",9.0
3021,s3240,Julie's Greenroom,,United States,2017-03-17,TV-Y,1 Season,Kids' TV,13.0
3022,s3241,Julius Jr.,,United States,2015-11-03,TV-Y,2 Seasons,Kids' TV,53.0
3023,s3242,Juman,,Kuwait,2020-12-08,TV-G,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.0
3024,s3243,Jumping Girl,,South Korea,2017-04-28,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",15.0
3028,s3247,Jurassic World Camp Cretaceous,,United States,2020-09-18,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",20.0
3034,s3253,Just You,,Taiwan,2016-11-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",21.0
3039,s3259,Justin Time,,Canada,2016-04-01,TV-Y,2 Seasons,Kids' TV,20.0
3041,s3262,K,,Japan,2016-12-01,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows",26.0
3043,s3264,K-On!,,Japan,2019-11-15,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",41.0
3045,s3266,K-POP Extreme Survival,,South Korea,2016-12-15,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",14.0
3046,s3268,K.O.3an Guo,,Taiwan,2019-04-30,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",53.0
3048,s3270,Kaçak,,Turkey,2016-12-26,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",52.0
3058,s3280,Kabaneri of the Iron Fortress: The Battle of Unato,,Japan,2019-09-13,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror",20.0
3080,s3303,Kantaro: The Sweet Tooth Salaryman,,Japan,2017-12-01,TV-PG,1 Season,"International TV Shows, TV Comedies",12.0
3092,s3317,Kath and Kim,,Australia,2018-07-28,TV-MA,6 Seasons,TV Comedies,32.0
3105,s3331,Kazoops!,,Australia,2017-05-05,TV-Y,3 Seasons,Kids' TV,76.0
3108,s3334,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,Lynn Novick,United States,2020-03-15,TV-MA,1 Season,Docuseries,4.0
3109,s3335,Ken Burns: The Civil War,Ken Burns,United States,2017-02-22,TV-14,1 Season,Docuseries,20.0
3110,s3336,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,United States,2017-02-22,TV-PG,1 Season,Docuseries,20.0
3111,s3337,Ken Burns: The West,,United States,2017-03-14,TV-PG,1 Season,Docuseries,20.0
3113,s3339,KENGAN ASHURA,,"United States, Japan",2019-10-31,TV-MA,2 Seasons,"Anime Series, International TV Shows",52.0
3115,s3341,Kevin Hart: Don’t F**k This Up,,United States,2019-12-27,TV-MA,1 Season,Docuseries,6.0
3127,s3353,Khaani,,Pakistan,2019-08-01,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",31.0
3129,s3355,Khan: No. 1 Crime Hunter,,India,2018-05-01,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",7.0
3130,s3356,Khelti Hai Zindagi Aankh Micholi,,India,2017-04-01,TV-14,1 Season,"International TV Shows, TV Dramas",83.0
3135,s3361,Khotey Sikkey,,India,2018-03-15,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",25.0
3139,s3365,Kibaoh Klashers,,China,2017-10-06,TV-Y7,2 Seasons,Kids' TV,30.0
3144,s3371,Kid-E-Cats,,Russia,2020-11-01,TV-Y,1 Season,Kids' TV,107.0
3152,s3380,Kill la Kill,,Japan,2019-06-15,TV-MA,1 Season,"Anime Series, International TV Shows",25.0
3159,s3387,Killer Inside: The Mind of Aaron Hernandez,,United States,2020-01-15,TV-MA,1 Season,"Crime TV Shows, Docuseries",3.0
3161,s3390,Killer Women with Piers Morgan,,United Kingdom,2020-07-19,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",9.0
3167,s3396,Kim's Convenience,,Canada,2020-04-01,TV-MA,4 Seasons,TV Comedies,65.0
3172,s3401,King’s War,,China,2017-07-07,TV-14,1 Season,"International TV Shows, TV Dramas",20.0
3173,s3402,Kingdom,,United States,2020-07-01,TV-MA,3 Seasons,TV Dramas,12.0
3177,s3407,Kings of Jo'Burg,,South Africa,2020-12-04,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",14.0
3178,s3408,Kipo and the Age of Wonderbeasts,,United States,2020-10-12,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",30.0
3183,s3413,Kiss Me First,,"United Kingdom, United States",2018-06-29,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",6.0
3186,s3417,Kissing Game,,Brazil,2020-07-17,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",6.0
3188,s3419,Kitten Rescuers,,United Kingdom,2019-10-02,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",20.0
3191,s3422,Knightfall,,United States,2019-08-13,TV-MA,2 Seasons,TV Dramas,18.0
3192,s3423,Knights of Sidonia,,Japan,2019-12-01,TV-MA,2 Seasons,"Anime Series, International TV Shows",24.0
3197,s3428,KO One,,Taiwan,2019-04-19,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",71.0
3206,s3439,Kong: King of the Apes,,"United States, Japan, Canada",2018-05-04,TV-Y7,2 Seasons,Kids' TV,23.0
3207,s3441,Kopitiam,,Malaysia,2018-11-03,TV-14,7 Seasons,"International TV Shows, TV Comedies",94.0
3220,s3463,Kulipari: An Army of Frogs,,United States,2016-09-02,TV-Y7,1 Season,Kids' TV,26.0
3228,s3473,Kuroko's Basketball,,Japan,2021-01-15,TV-MA,1 Season,"Anime Series, International TV Shows, Teen TV Shows",76.0
3229,s3474,Kuromukuro,Tensai Okamura,Japan,2016-07-04,TV-14,2 Seasons,"Anime Series, International TV Shows",26.0
3231,s3476,Kurt Seyit & Sura,,Turkey,2016-12-26,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",21.0
3239,s3484,L.A.’s Finest,,United States,2021-01-05,TV-14,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies",26.0
3243,s3489,La casa de papel,,Spain,2020-04-03,TV-MA,4 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",41.0
3245,s3491,La Doña,,"United States, Mexico",2018-11-17,TV-14,1 Season,"Spanish-Language TV Shows, TV Dramas",200.0
3246,s3492,La Esclava Blanca,,Colombia,2016-08-01,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",62.0
3247,s3496,La Grande Chaumière Violette,,Taiwan,2019-01-14,TV-14,1 Season,"International TV Shows, TV Dramas",22.0
3248,s3497,La Línea: Shadow of Narco,Pepe Mora,Spain,2020-09-09,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",4.0
3250,s3499,La Mante,,France,2017-12-29,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.0
3251,s3500,La Niña,,Colombia,2016-11-18,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",86.0
3253,s3502,La Piloto,,Mexico,2018-04-02,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",162.0
3254,s3503,La Révolution,,France,2020-10-16,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",8.0
3255,s3504,La Reina del Sur,,"Mexico, United States, Spain, Colombia",2019-11-29,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",183.0
3256,s3505,La Robe De Mariee Des Cieux,,Taiwan,2019-11-15,TV-MA,1 Season,"International TV Shows, Romantic TV Shows",19.0
3257,s3506,La Rosa de Guadalupe,,Mexico,2019-01-15,TV-PG,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",20.0
3258,s3507,La Viuda Negra,Alejandro Lozano,"Colombia, Mexico, United States",2019-01-15,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",139.0
3263,s3512,Ladies Up,,India,2020-03-27,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",4.0
3267,s3516,Lady Dynamite,,United States,2017-11-10,TV-MA,2 Seasons,TV Comedies,20.0
3271,s3520,"Lady, la vendedora de rosas",,Colombia,2018-04-01,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",103.0
3278,s3528,Land Girls,,United Kingdom,2017-08-01,TV-14,3 Seasons,"British TV Shows, International TV Shows, TV Dramas",15.0
3283,s3534,Larva,,Russia,2016-02-01,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",20.0
3284,s3536,Las muñecas de la mafia,,Colombia,2019-03-15,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",118.0
3285,s3537,Last,,South Korea,2017-05-22,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",16.0
3287,s3539,Last Chance U,,United States,2020-07-28,TV-MA,5 Seasons,Docuseries,40.0
3290,s3542,LAST HOPE,,Japan,2018-12-21,TV-14,2 Seasons,"Anime Series, International TV Shows",26.0
3293,s3545,Last Tango in Halifax,Juliet May,United Kingdom,2021-01-12,TV-MA,4 Seasons,"British TV Shows, Romantic TV Shows, TV Dramas",24.0
3297,s3549,Lavender,,Taiwan,2019-01-15,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",20.0
3304,s3557,Leah Remini: Scientology and the Aftermath,,United States,2020-11-01,TV-14,3 Seasons,Docuseries,37.0
